short_question,short_answer
i have had the same headache at the same every day for about a week now it is right above my right eyebrow on my forehead i just recently got over a sinus sickness so i am wondering if this is maybe a sinus headache or what wondering what i should do i usually just pop 3 ibuprofen and it goes away in about 20 minutes,hi having had this and does this happen around 11oc if yes then get back to your doctor for some more meds decongestants and pain killers its the only way your do it and when you bend over does it feel like the top of your head is trying to blow off i then know just how your feeling do hope this helps good luck
is it okay to have three doses of the varicella vaccination  my son was accidently given three doses of the varicella vaccination since the doctors records were being updated to a new system they showed he only had one dose and never had the second dose when indeed he had the second dose over a year ago,it will not hurt him but it is unnecessary only two doses are recommended one at age 1 year and another before kindergarten age 4 6 occasionally if one of those doses were omitted or more commonly records were lost and parent is unsure if a second dose was given or not another vaccine can be safely given
stopped taking flagyl on friday can i have some wine today  i am very worried about the side effects that comes with taking this medicine i finished my last two pills on friday and want to know if it is safe to have some wine today,flagyl should be out of your system by now
i noticed reddish spots freckle like around my ankles they do not itch but they are creeping what are they,i do not know i have no way of seeing or examining your skin condition an accurate dermatological diagnosis can not be made blindly there can be hundreds of skin problems that present as reddish spots my suggestion is for you to see a dermatologist so the dermatologist can see your problem
is the male gallblader near the lower edge of the left scapula  i have severe sharp pain under my left scapula closer to the spine,no the gallbladder is located under the right lower ribs inside the liver in the abdomen rather than try and diagnose your left scapular pain by yourself see a medical professional so that you can be properly examined and diagnosed
my period was to be last may 22 but untill now i havent had for this month i take p test but its negative am i pregnant  my period for the month of april was 22 to 25 and i have sex contact on april 28 and may 12 until now i havent had my period for the month of may i take pregnancy test yesterday and its negative could i be pregnant,yes it is possible i would try a test again i have had false negative results from using cheaper pregnancy tests i recommend first response or clear blue and easy it could just be a late period too
i had a cat scan ct will radiation increase my cancer risk,you are absolutely right such exposures do carry high risk of developing cancers but a lot depends on your genotype as well a strong family history of anyone having a cancer puts you at high risk of developing that particular cancer do avoid further exposures the old ones dont seem to be of concern at present do not worry
can you actually drop weight and leave it off with fasting,in a word no remember the last time you had the flu and could not keep anything down yep you did drop some weight most of it water weight and perhaps a pound or two of fat depending upon the length of non eating time however as you recovered you probably also remember in vivid detail how your hunger kicked in big time and before you knew it you would compensated for the weight loss and then some this is actually a beautiful example of how incredible your body is when you provide it with a survival challenge
how long can a man have chlamydia without symptoms,hi studies show that adults can have chlamydia for years without any symptoms it is possible to have a long term infection without getting pain or discharge hope this helps good luck
what are the health benefits of zucchini,the health value of summer squashes includes the high concentration of manganese and vitamin c they are also full of magnesium vitamin a dietary fiber potassium copper folate and phosphorus you can also get a boost of omega 3 fatty acids vitamin b1 vitamin b2 vitamin b6 calcium zinc and niacin from these veggies using zucchini and squash for a summer soup is a delicious lunch simply cut up 3 4 cups worth into small pieces saut茅 a few cloves of chopped garlic and 陆 of a small finely chopped yellow onion a pinch of red chili or a diced up jalapeno in extra virgin olive oil in a heavy bottom pot add zucchini and veggie or chicken stock and cover the squash by two inches salt and pepper to taste bring to a boil and cook until zucchini is soft take 陆 of the soup and blend it and then stir back into the pot finish with fresh chopped herbs like thyme or basil a squeeze of lemon and a sprinkle of parmesan cheese another favorite way to enjoy zucchini is to cut into long strips toss in extra virgin olive oil and sprinkle with kosher salt and pepper cook in an oven at 450 degrees or on the grill for about 5 minutes remove then toss with fresh chopped mint and balsamic vinegar this is a great side dish for beef chicken or lamb
i live in georgia i am unemployed and am my 93 year old father is caregiver i do not file taxes will i qualify for 100 subsidized health insurance,unfortunately georgia is one of the states that did not expand their medicaid program as written the affordable care act required all states to expand their medicaid program for people up to 138 of the federal poverty level about 16 000 with the federal government paying the full share of the cost the supreme court struck down this requirement however and made it optional for states because your state did not expand its medicaid program you may not be eligible for medicaid you should still check with your marketplace however to confirm because your income is so low that you do not need to file taxes you will probably not qualify for a federal subsidy to pay for private insurance either because the law assumed states would expand their medicaid programs the federal subsidies were only made available for people between 100 and 400 of the poverty level because you do not file taxes however you will not be subject to any tax penalty for not having insurance a small consolation i know
i have irregular periods and i am trying to get pregnant,hi it sounds like you have psos i need to know what drugs you tried and do an ultrasound to check for cysts hope to hear from you soon good luck
can mucinex be abused,i guess anything can be abused if a person is taking this much of a mucous thinning agent perhaps it would be wise to consult a medical provider to see why this is assumed to be needed
i have a contact lense that has rolled behind my eye how do i get it out,i am sorry to hear you have lost a contact lens in your eye it is not as uncommon as you might think the good news is it is impossible for a contact lens to actually get behind your eye usually what happens when a soft contact lens magically disappears is it gets dislodged from the cornea and stuck under the upper eyelid sometimes a soft lens can get folded in half so when you eventually find it it may look distorted you can usually get the lens unstuck by put some wetting solution into your eye and blinking rapidly several time to bring the lens into view if that does not work try adding more wetting solution and gently turning your upper eyelid inside out this can pop the lens away from the upper lid if none of these solutions work you can always call your eye care professional for more advice or even an exam to find that darn contact lens and get it out hope this helps
is blood pressure of 200150 reason for concern  husbands blood pressure has been high and has been 28 years old he is now 62 health is good except for occasional migraine and gout he takes 2 blood pressure meds plus lipitor and a diuretic,hi found you this in dr ed com the easiest way to find out if you have high blood pressure is to take your blood pressure reading measuring your blood pressure is very simple and painless it is carried out with a device called sphygmomanometer the inflatable cuff that your doctor puts around your arm within seconds your doctor can measure your blood pressure the results work like this anything between 12080 120 over 80 and 14090 140 over 90 is dubbed the pre hypertension stage 鈥 which often leads to hypertension between 14090 and 160100 you are in stage 1 hypertension between 160100 and 180110 you are in stage 2 hypertension above 180110 you are in stage 3 hypertension and you need immediate medical care people in stage 3 hypertension tend to suffer from secondary hypertension which is a form of high blood pressure with known causes such as kidney disease hormonal disease e g gland tumour hyperthyroidism lead poisoning head injuries and pregnancy so your 200150 puts you in stage 4 not good in fact big trouble and you are in need of help asap so you can chuck away his the salt shaker stop drinking all alcohol chuck away any cigarettes you stop smoking now get out do some walking as much as you can and that will get better as you need exercise start to eat healthy no more fast or junk foods they are out for good along with the big breakfasts cut all caffeine so good by joe its out for good carrying to much weightobese so that needs to come down not getting enough sleep so he needs far more sleep could be to much stress so needs some meditation to de stress him see he is on lipitor so his doctor must think he has high cholesterol or its from a blood test so if that he has lots of plaque plaques a big thing in hbp he can get this down with this mix below it all very natural and does work the way out and clearing away plaque would be to get on cayenne pepper turmeric with black pepper and garlic take this each morning and see how you go for each heaped teaspoon of turmeric you add a 录 teaspoon of ground black pepper this helps the turmeric to get absorbed into your system better the whole mix its all very healthy for you you just mix cp and turmeric and bp 5050 in olive oil and then mix with tomato paste and thin it with olive oil at first you just mix this to a heat  this the heat that cp gives off that suits you and over time you can slowly increase the cp and turmeric you take 3 teaspoonful is each morning first thing you wash each spoonful down with water before anything else just after you get up one thing it will warm you up with this mix which will also help would be
what are the symptoms of psoriatic arthritis,the symptoms of psoriatic arthritis can be similar to rheumatoid arthritis with morning pain and stiffness along with fatigue you may have pain and stiffness in the hands wrists elbows shoulders knees ankles feet and spine arthritis that affects many joints symmetrically is common with psoriatic arthritis this symmetrical pattern is almost the same as rheumatoid arthritis yet sometimes psoriatic arthritis joints are less tender than rheumatoid arthritis joints so you may have joint deformity with psoriatic arthritis without significant pain with psoriasis you may have thick inflamed red skin patches called plaques covered with white or silvery scales usually on the elbows knees or other areas in addition more than 80 of patients with psoriatic arthritis have nail involvement with pitted discolored or thickened nails psoriatic arthritis can cause a sausage like swelling of fingers and toes which usually occurs when the fingernails are pitted or discolored in some people with psoriatic arthritis only one joint is affected yet not the other one knee only for example sometimes the spine is affected or just the fingers and toes about 13 of patients with psoriatic arthritis have eye problems such as conjunctivitis or pink eye
my right hand and foot have been numb i can not move and it is painful,hi in my opinion you have spinal canal stenosis i recommend spinal mri physical therapy can help but do the mri first good luck
i have been experiencing pain which never goes away,hi seems more of autoimmune disease detailed blood investigations should be directed towards this diagnosis consult a physician mri of lumbar region will help the diagnosis
had high blood presser taking medicine now lost 75# and bmi in health range now presser low should i quit taking,yes you may be able to stop or at least lower your blood pressure medications but please address this with your medical provider first do not just stop your medication congratulations on your outstanding weight loss
i have been having some trouble breathing through my nose,this is mostly sinus infection chronic a nasal polyp is possible and needs ct for diagnosis
i was choked now have difficulty swallowing soar throat and feel pressure,it is normal to get soreness after recovery from chocking but you need to find the cause abd make sure it is not neurological cause that could be a throat infection with or without ear infection i recommend seeing an ent specialist
arthrosis of the hip joint coxarthrosis are my running days over,it is not caused by running bit it is influenced by it the rapid changes in position andor the impact and jarring of these activities can cause flares of arthritis and worsen arthritic damage avoid running jumping and positions that cause wide spreading of the legs thanks
i have itchy skin at the back of my right thigh what kind of skin condition is this,try to use topical steroids with emollients or calcinirium inhibitors i think this is a bug bite which caused you eczema in this place
my 8 yr old son wants a nintendo 3ds i have heard that the 3d games are not good for children is eyes is that true,staring at anything for long periods of time can cause eye fatigue but not necessarily eye damage i remember my own parents in the mid 1950 is telling me that if i sat too close to the television that it would damage my eyes and i would need glasses of course i did end up with glasses but not from the television i do not believe there are going to be any adverse health hazards including vision damage from 3d gaming but as a parent i would advise you to limit the amount of time that kids spend in front of the computer screen set the parameters up front and stick to it children need to spend time playing outside playing with friends playing sports reading and using their active imaginations video games sort of take that away and finally carefully monitor the type of games the children are playing play with them in order to see what you have just bought games filled with violence killing high speed car crashes raises their adrenalin levels and causes stress they also do not set good or real examples of the world outside
red bumps then swelling turned in to blistering,hi this can be due to allergic dermatitis however secondary fungal infection also needs a consideration apply local anti fungal and anti histaminic creams there is nothing much to worry about you should be fine in a few days thanks
late period i am 25 on a product called herbalife to lose weight i am more active than ive been before was suppose to start my period this month but have not took a pregnancy test to make sure i wasnt pregnant it came up neg i do feel bloated and cramping but no period why kinda freaks me out,hi first could be the diet your on and being extra active you could be just skipping a period this happens but if you still worried go see your doctor and get a test done there but think back have you been having unprotected sex within your last cycle do hope this helps good luck
who should undergo antibody blood tests for celiac disease,some experts recommend that antibody blood tests should be used to screen healthy persons with no signs or symptoms for celiac disease in italy where celiac disease is common all children are screened for celiac disease experts in the united states do not recommend screening healthy persons for celiac disease antibody blood tests are only recommended for individuals with a higher likelihood than normal of having celiac disease these individuals are individuals with chronic diarrhea diarrhea that does not resolve in three weeks increased amount of fat in the stool steatorrhea and weight loss individuals with excess gas bloating and abdominal distension first and second degree relatives of individuals who have celiac disease children with growth retardation individuals with unexplained iron deficiency anemia individuals with skin rashes suggestive of dermatitis herpetiformis individuals with recurrent painful mouth sores aphthous stomatitis individuals with diseases known to be associated with celiac disease examples of these diseases include insulin dependent diabetes mellitus autoimmune thyroid disease rheumatoid arthritis systemic lupus ulcerative colitis etc
i have heart problems please diagnose me,hi the ecg appears to be quite normal apart from a few hemodynamic variations which are acceptable a cardiologist could probably comment in details on it though the present complaints that you are having do not seem to be cardiac in origin a pinched nerve in neck can cause these symptoms get a mri neck done thanks
prostatectomy = infertility  if the spermatic cord is most likely severed or removed during the procedure prostatectomy does that mean i am infertile  i am trying to confirm condom use to prevent possible pregnancy,hi found you this info should help answer your question q am i fertile or infertile after a radical prostatectomy a following a successful nerve sparing radical prostatectomy most men will have return of erections but will not be able to have children by natural means there should be no seminal fluid after the prostatectomy so they will be 鈥渋nfertile鈥 by natural means but with in vitro fertilization techniques it is still possible for a man to father a child after a radical prostatectomy storing sperm in a sperm bank before the operation is a recommended procedure for those men hoping to father children after the operation unless your worried about sti is or std is do keep using condoms if not time to put them top the back of the draw and enjoy going skin to skin that you will enjoy all because no more fumbling for a condom is this what your looking for in the way of an answer good luck
how bad is a blood pressure of 133119 in a woman 34 weeks pregnant and has preeclampsia  she had preeclampsia in her first pregnancy and now has it again,hi seeing as she has had this before then you should know were she should be now she should be in a hospital being monitored for her blood pressure why she is in bed her blood should be being checked and a few thing more till she has the baby then it all goes away do hope this helps good luck
i am taking 500 mg of naproxen once daily for back pain and robaxin for muscle spasms should i take them together,i would really like to ask how you feel and if this is taking care of the pain if you are still is pain have you spoken to your doctor or health care provider to let them know you should not take more than what was prescribed what we are finding out is that pain therapy has to be individualized and that is why it is important to let your doctor or health care provider know if you are still experiencing pain    they may need to adjust your medications it is fine to take the naproxen and robaxin together because they work differently to treat pain
penies size for 23 age old i am 23 year old and my hight 5 6 and wight 71 my penis size 4 4 inch its normal size for my age any chance to grown up,the penis reaches its maximum size at age 17 so there is really no chance yours will really increase in size any more not knowing the accuracy of your measurement or whether this was done when erect or flaccid the average size of an erect penis is around six inches smaller penises increase in size more when erect than larger penises in spite of what you hear or even see penises when erect do not vary more than an inch or two across the wide range of humans of different races or genetics it is not the size of your penis that matters you do not judge an artist by the size of his paint brush the size of penis is not the measure of man but rather who you are as a caring and compassionate person i tried all penis enlargement product pills not working only natural penis enlargement exercise working i tryed it i enlargement 1 5 inch about in 4 month look from here <link>
what can i do to get rid of a cherry angioma on my face,this can be very simply treated with an in office treatment such as electrodessication or with a pulsed dye laser it usually only requires one treatment heals within a week and most likely will not leave a scar
how early in a pregnancy do you go to a dr  if a woman suspects she is pregnant how far along should she be before her first appt and should she do a hpt before she goes,hi if you have now missed you first period after you think your pregnant or perhaps have done you hpt well if not let your doctor do it and take it from there good luck
how long do i need to take protonix before i see any relief do any of the ppis work any faster,what we are finding out is that therapy needs to be individualized for these patients patients may start off on one product like protonix they need to take it though for usually two weeks to 30 days to see if there is any benefit to it over time there are many different products that are available prescription and people are all different we are finding out that if you take a pill and i take a pill it is going to work differently in both of us for some patients it works really well and for others they might need to be switched this can be a common occurrence in patients who were formerly taking nexium or prevacid sometimes some of them do work a little quicker but it does depend on the person so therapy needs to be individualized as a pharmacist i recommend my patients to definitely keep a diary to keep track of their symptoms see if it is actually helping them after a month i may ask them how are they feeling if they tell me they are not feeling well i am probably going to advice them that they need to call their physician or healthcare provider to have it reassessed
when your lips turn blue and around your mouth turns blue is that high blood pressure,no that is not a sign of high blood pressure one can certainly have high blood pressure and not know it but blue lips are not a sign most people with high blood pressure do not have any symptoms or signs so get your blood pressure checked regularly anyway
my granddaughter has been diagnosed with coxsackie disease,hi bleeding from gums can be due to inflamed gums post infection but in case if bleeding is in excess you should take her to emergency room so that appropriate steps can be taken to attain hemostasis and also a test for clotting factors should also be done as of now do cool compresses over her gums as it will also help in reducing bleeding hope this helps
i have a stent that was placed almost 2 months ago my insurance wont cover outpatient procedure with the laser,the first question that pops to mind is whether you got prior authorization from your insurer before having the procedure this is typically required and failing to follow the plan is rules will result in your claim being denied if that is not the issue you want to check to make sure the procedure was billed correctly contact your insurer and your provider to see if by simply resubmitting the claim the issue can be fixed if it is an argument over medical necessity or some other disagreement about what your plan should or should not cover you have the right to file an appeal requiring your insurer to reconsider its decision and a second level appeal to an outside independent party if that first appeal does not go your way your insurer is required to provide you with written information about how to file an appeal you may want to enlist the help of your provider when doing so
is an itchy ear a sign of my eardrum healing  i was diagnosed with a ear infection and given amoxicillin to treat it the nexy day my eardrum ruptured and a clear yet somewhat bloody fluid drained from my ear my ear has been a little itchy and it gives me these twitches every once in a while by the way i am 15,no an itchy ear is likely to be a problem in the external ear canal not a healing eardrum however the drainage from the rupture could have caused some inflammation resulting in some itching keep things out of your ears especially q tips if you are a q tip user removing the protective earwax can make you ears more prone to infections and yes itching until your eardrum is totally healed it is not a good idea to get water in it either
i have a light red sometimes purpleish rash on the shaft of my penis i have tried using cortizone and a lamisil atf i have had the rash for about a month it does not itch or burn there is no discharge or anything like that it is just there and it is driving me nuts when i first noticed it i frequently masturbated at least once a day of not more since i have slowed down to nearly at all but the rash will not go away regardless of what i try please help,use a penis health creme called man1 man oil on that unlike cortizone or any other lotion out there it is made specifically for the penis skin it both treats and prevents rashes chafing spots dryness and more tons of guys use it and i always keep a bottle in my medicine cabinet just in case hope this info helps you out
whats it mean when you have an inguinal hernia and your penis and balls have now moved over considerably to the right,hi it could be that your bowel has slipped our of the rupture and its this that is pushing your equipment over you do really need to get it sorted out hope this helps you good luck
am i short changing myself by exercising early in the morning before i have eaten anything,you need some fuel to get you going and help you feel good about your workout so if you grab a banana a whole grain english muffin or a carton of low fat yogurt on your way to the gym you will likely have a far more enjoyable workout be able to work harder and be less hungry when you are finished if you do not eat something you may become light headed dizzy and wishing you were not exercising  says nancy clark ms rd author of nancy clark is sports nutrition guidebook
i have night sweats dizziness nausea and shortness of breath,hi this seems related to hormonal disturbances thyroid or oestrogen get blood levels checked with detailed thyroid assay anxiety and side effects of contraceptive pills seems to be related too see a endocrinologist thanks
how old is time for tummy time,a good time to start tummy time while baby is awake is soon after the umbilical cord stump has fallen off usually within 1 to 3 weeks after birth place baby on a firm surface such as on a towel or blanket on the floor and allow him to practice raising his head and pushing up on his arms and hands if baby does not like it much at first try just a minute or two about twice a day as he gets older you can work up to 10 or 15 minutes at a time a few times a day just be sure to supervise him at all times and be careful that he does not roll off of a bed or a couch the first time a baby rolls could be onto the floor
post fracture flu good day   i have fibromyalgia and fractured by ankle in june 3 weeks later while working long hours during winter i developed severe flu would it be correct stating that the 2 are therefore directly related due to my immune system not functioning at 100 i also have asthma  pcs  pcos  arthritis,no a fracture ankle and influenza are not related a healthy person or one with a challenged immune system can develop influenza if they are not immunized it is not typical for anyone to get influenza in june if you are in the northern hemisphere so how sure are you that it was influenza a self diagnosis can be incorrect influenza has a 24 to 72 hour incubation period so getting any illness three weeks after your injury is not a logical association
my daughter is 4 and diagnosed with scabies but last night a white long thing crawled out of vagina please help,most helpful answer are you absolutely sure she has scabies if that white thing that crawled out of her vagina was live she most likely has pinworms if so you will see a lot of those thread like worms around her anal area if you check her when she is sleeping pinworms come out a night and cause considerable itching in this area
hello i am an 18 year old cheerleader i have not seen my period since late october last year any advice  hello i am an 18 year old cheerleader i have not seen my period since late october last year since then i had protected sex once the condom didnt burst or anything and i took two pregnancy tests that came out negative also since october i had two serious falls on my back due to cheerleading and a chest infection i was given two different sets of medication for these incidents i am a bit worried as to why my period is so late any advice,my advice is for you to see a gynecologist to determine why your menses is delayed there are hormonal ways of correcting this problem
if i dont start my period til 1017 but my pregnancy test today showed a very barely visible positive am i pregnant,more than likely but i would wait until you have missed your period and take another test to see if the results read more accurately false negatives occur more often but it is very rare to recieve a false positive even if the test result is faint it is still a positive
why are many providers choosing to not participate in individual plans purchased under obama care  silver plan under anthem bcbs in the state of connecticut this is a higher end plan and carrier  these same providers participate in plans with the same carriers when they are not purchased under obama care i e employer plans medicare advantage plans we are not the only people having this problem this expensive plan is absolutely useless to us,many insurers have offered considerably lower rates to doctors and hospitals participating in plans sold through the exchanges to keep costs down this has resulted in many of the plans having networks that are more limited than those sold outside of the government run exchanges
had sex with an escort i did use a condom now i think i have hiv am i rational how soon would i know,hi so when was this
can medications pass from one person to another through mucous membranes oral or skin contact or sexual contact,yes medications that are applied topically can be absorbed by touching skin to skin there are some medications that are so strong in effect such as cancer medications that simply touching them can cause side effects there is no list of these medications so it is important to ask your local pharmacist or check with your physician
can you get shingles in the lungs,yes shingles can be internal and can affect organs the answer above is so completely wrong as i have found another of his answers above wrong i have had internal shingles in my throat
lymph nodes have been swollen for at least 2 years now tender and hurting,hi long duration lymph node enlargements are significant and cannot be ignored get lymph node biopsy without wasting time this will confirm the diagnosis thanks
i have been getting pain in the left side just below the second rib in the back,colonoscopy is v imp to check what is going on cbc and stool analysis should be done have u been examined for piles = the blood in stool is it fresh or black is it streaking the stool or inside the stool  do u feel pain in defecation or not
what could be the reason for increased heart rate of my pregnant wife,tachycardia which she had was mostly probably psvt paroxysmal supraventricular tachycardia or other svt supraventricular tachycardia which are usually episodic in nature so the reading which you had of 123 was probably not due to her old heart problem psvt but it was sinus tachycardia may be because of activities or stress dehydration pain etc and baseline heart rate at the time was also probably in the same range heart rate is the highly variable parameter heart rate normally changes with many things like anxiety activities fever dehydration and many other and this is very well normal the heart rate of 120 to 140 could normally be achieved if one has an episode of psvt then he would be symptomatic like severe palpitations shortness of breath chest pain and heart rate is usually above 150 so the heart rate of 95 is normal and no need to worry the heart rate of 123 was not probably psvt or svt but just a sinus tachycardia if it was then these are episodic tachycardia and returns to baseline on their own if she has repeat episodes then she should cough hard to abort the episode and may be neck massage if taught by a doctor after neck examination for further information consult a cardiologist online   > <link>
i was born with bladder extrophy how to reduce kidney pain and get better,e coli is sensitive to ciprofloxacin in your case if taken till 14 days complete the 14 days plan and see your doctor again nothing proven to help the uncontinence sorry
flesh colored birth mark now has discoloration and multiple small black moles is it cancer,hi do not panic it may or not be cancerous apply local creams if there is no improvement consult a dermatologist thanks
what are the symptoms of bacterial vaginosis,itching burning smell
after exercising my second toe froze up and started to move under my big toe in a very painful way without my control numb pain,this happens to me a lot it is only a cramp although it feels like it is breaking and falling off
at times i feel light headed jittery shakes tingely all over cold sweats i experience this usually when sitting i am afraid to stand up while feeling this for fear of passing out i have experienced this in church as well as at home while sitting could be any time of day sometimes experience this after strenuous exercise such as mowing the grass on a hot summer afternoon,have you ever had your blood sugar checked you may be hypoglycemic
had i pill after unprotected sex but did not get periods on time why,after the i pill intake periods generally start in the next 7 to 10 days so please be patient for further information consult an obstetrician and gynaecologist online   > <link>
dark spots appear on my kid is skin no fever or any changes on his health,hi this is pityriasis alba from sun exposure do an ultraviolet test to confirm nothing to worry about just use simple sunblock good luck
does medicare cover campral,you would need a medicare part d prescription drug plan in order for medications to be covered to determine if the specific medication you need is covered you will need to contact your insurance plan directly
how do you break a fever in a toddler,what i do is rub my baby down with green rubbing alcohol it works every time
my husband has very bad stomach pains diarrhea vomitting green and is diabetic she he go to the er,since he is a diabetic you need to have him see a doctor right away
what is rigidity as it relates to parkinson is disease,rigidity is muscular stiffness that is common in people with parkinson is disease it is characterized by a resistance to movement in the limbs
how long after mirena insertion can you have unprotected sex  my last period ended june 3rd i had the mirena iud inserted june 20th and had unprotected sex june 28th i have not had any spotting or cramping with the mirena and i have not started my period could i be pregnant or is the mirena immediately effective,hi well have just had something inserted in you uterus so this could have upset you womb that could be the reason of the absence of your period but waiting the 8 days were right for not having unprotected sex so your ok there but your periods do wain after 3 months and should be gone by the year after fitting sop sounds like your ok good luck
i have some sort of white chunky residue in my urine everytime i use the bathroom could this be a yeast infection,in females vaginal yeast infections can cause burning itching and sometimes a whitish chunky discharge yeast is normally found in the vagina in very small amounts a yeast infection happens when this yeast begins to grow out of control things that can cause this to happen include 鈥 antibiotics 鈥 hormones 鈥 pregnancy 鈥 diabetes 鈥 weakened immune system but there are other things that can also cause white discharge from the vagina you should make an appointment with your doctor or your gynecologist to see what is causing your symptoms
what happens if one does not sign up for health insurance by december 23,if you do not sign up for a plan by dec 23rd you will not have coverage beginning jan 1 2014 you can still sign up after that point but your coverage will not begin until the following month for example you must sign up for a plan before jan 15th for coverage to begin feb 1st if you sign up in late jan your coverage will not begin until march 1st if you do not have coverage by march 31 2014 you may be subject to a tax penalty
on 60 mcg of synthroid currently should i be taking more,i do not think there is any need to increase synthroid at this moment except tsh other levels are well within normal range
i do not make earwax am i dying,earwax is secreted by special cells in the ear canal some people make a lot some do not the lack of earwax does not mean you are dying
my 4 month old has started rolling from back to tummy is that a worry when she sleeps,although you may sleep better knowing your baby is sleeping on her back once children roll from supine to prone back to belly there is no controlling sleep position through the night although there is no harm and possibly some psychological benefit for you in flipping her back onto her back you should not feel like you need to do this i assume your daughter can easily clear her airway in prone and i also assume she will very soon roll from belly to back
should a person go workout with a high blood pressure  blood pressure of 18292 male weighing 163 pounds not on any blood pressure medication,hi if your talking the gym no forget that but do get out and do some brisk walking get in swimming perhaps in a couple of weeks some light jogging when walking its like this walk 20 paces then jog 20 and slowly build it up to just jogging but keep the swimming going this is a real all body workout and puts no stress on your joints start getting some cayenne pepper turmeric and garlic into your body these 3 are really good for your blood the cayenne attacks plaque the turmeric get to work on your triglycerides so these two work on your cholesterol and the garlic is just so good for your blood try this the way out and clearing away plaque would be to get on cayenne pepper turmeric and garlic take this each morning and see how you go you just mix cp and turmeric 5050 in olive oil and then mix with tomato paste and thin it with olive oil at first you just mix this to a heat that suits you and over time you can slowly increase the cp and turmeric you take 3 small teaspoonful each morning first thing you wash each spoonful down with water before anything else just after you get up one thing it will warm you up with this which will also help would be very fine chopped garlic just do a whole head chopped fine and keep in olive oil with this you add dried parsley a couple of good desert spoonful is and mix you just add a teaspoonful on top of the cp an turmeric mix just mix into the top take as said the parsley its very good for the blood and helps keep your cholesterol down now if you read up about all three the very good for ed your cholesterol heart and prostate garlic is also very good for your blood so along with the cp and turmeric your be doing your body the world of good and yes have had ed now in recovery and do take what is above along with other stuff ok doing all this will help your blood pressure and getting it down so do hope this helps you good luck
how do i tell the difference between my eczema and poison oakivey they look so much alike  at first i thought i had poison oak on my feet then the inside of my elbows became rash like it is been a month already and i still have a rash on my feet now my stomach around my groin and really bad on my elbows and even a few spots on the palm of my hand i can not tell if i have poison oak or if i am having a really bad eczema flare up if it is poison oak i need to put something on it to dry it up if it is eczema then i need to put something on it moisturize it i am so confused,they do not look alike but a person can sure have both eczema atopic dermatitis is a chronic itchy dry skin condition that really likes some of those spots that you mentioned eczema can come and go over a lifetime a mainstay of treatment is moisturization reducing inflammation and controlling this itching using an antihistamine poison oak dermatitis tends to form linear vesiculations blisters that form a line of sorts it tends to ooze appearing on the most exposed to the plant oils area first then to other areas that may have been touched by contaminated hands or objects after a shower and a change of clothes poison oak does not spread by this drainage nor can you spread it to others poison oak dermatitis lasts a few weeks and is most effectively treated by oral and topical steroids itching can be controlled by antihistamines
i have been diagnosed with anemia,yes this is due to severe anemia you should get complete blood count to check for hemoglobin levels start on hematinic tablets for faster recovery ferrium injections are available thanks
i thought your employer insurance had to cost less than 9 5 of your income or cover at least 60 of medical expenses which is true   and or or this is in order to get federal subsidies,to be considered affordable employer sponsored insurance must cost less than 9 5 of your income and cover at least 60 of your medical expenses if your employer insurance does not meet both these tests you may qualify for a federal subsidy
how to get rid of the poison ivy rashes  although i thought i was being careful when cutting down some poison ivy in by backyard i now have it itching is under control but can anyone help on getting rid of the rashes or do i just wait it out got it 5 days ago it is also spreading to my surprise i read that it would only spread from the original toxic oils from the plant not after exposure i am not even very itchy but every day have a new patch of rashes,you are correct about it appearing to spread based on your original exposure you may have been exposed by the oils on your clothing or shoes that you touched later or by some of the tools you used to cut it down the oleoresin is so stable that it can last on objects for years so you better carefully wash any clothing or objects that may have become contaminated if you have a dog and dog came in contact with poison ivy the oil can be on the fur so wash the dog too in my opinion there is no such thing as a mild case of poison ivy so i tend to treat them more aggressively based on my own childhood experience of the misery it causes prescription prednisone topical steroids and oral antihistamines is the treatment of choice so it is time to consult a medical provider
what nutrients do you lose when ejaculating or masterbating do you lose testerone ,i answered your previous question you are really concerned about these things so i will address a few more of your concerns the nutrients that you may lose ejaculating is negligible only a few calories you will not become nutrient deficient from masturbating nor do you need to take any vitamin or mineral supplements you do not lose testosterone when you masturbate as a matter of fact part of your urge to masturbate has a bit to do with your high testosterone level your testosterone level is safe to sum up you will not stunt your growth grow hair on your palms or end up in a mental institution from masturbation masturbation is safe much safer than sex and more convenient
i have been having bad pain in my left thumb for a month now,this is an inflation of the tendon of your thumb trigger finger i recommend starting with laser and ultrasound physiotherapy with rest many cases were treated with this program clinically and resolves if you are not diabetic without complications o if no positive results seen in 12 sessions then surgical treatment is done
what causes human immunodeficiency virus hiv infection,the infection is caused by the human immunodeficiency virus hiv after hiv is in the body it attacks and destroys cd4+ cells which are the part of the body is immune system that fights infection and disease when hiv weakens or destroys the immune cells it may lead to certain illnesses or diseases such as some types of pneumonia or cancer that are more likely to develop in someone who has a weakened immune system these conditions are a sign that hiv has progressed to aids hiv is spread when blood semen or vaginal fluids from an infected person enter another person is body usually through sexual contact from sharing needles when injecting drugs or from mother to baby during birth hiv is rarely spread by blood transfusions or organ transplants in the united states because of improved screening procedures webmd medical reference from healthwise this information is not intended to replace the advice of a doctor healthwise disclaims any liability for the decisions you make based on this information 漏 1995 2011 healthwise incorporated healthwise healthwise for every health decision and the healthwise logo are trademarks of healthwise incorporated
